year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence
1920,0.6095658878504674,0.5282610591900315,240.69790965732085,0.4183166666666665,0.13395638629283488,0.35218558305295955,0.2169454828660437,-12.780682242990663,0.6230529595015576,0.6635514018691588,0.08648660436137069,115.05881308411213,0.4948576323987541
1921,0.8541337931034484,0.4464710344827589,246.78755172413798,0.25267082758620696,0.07586206896551724,0.29893581262068947,0.2077682758620689,-16.238482758620687,0.6689655172413793,0.41379310344827586,0.0818455172413793,103.7398068965517,0.4006289655172414
1922,0.8261428571428571,0.5791932773109242,139.86066386554623,0.22854277310924373,0.0,0.24519189705882358,0.2590932773109244,-20.76588235294117,0.6638655462184874,0.09243697478991597,0.47095714285714296,100.30875630252105,0.5735714285714285
1923,0.9561229547619047,0.5730952380952377,176.9251785714286,0.2654297619047619,0.0,0.3662136555357143,0.23602857142857134,-14.228952380952375,0.7857142857142857,5.214285714285714,0.0947875,112.49885714285713,0.6217327380952384
1924,0.937941133027524,0.5576743119266054,192.95007339449543,0.35307935779816496,0.0,0.5850908648165136,0.2357380733944953,-14.102394495412845,0.7477064220183486,0.7110091743119266,0.09522385321100918,121.96972018348615,0.6744275229357801
1925,0.9600310400000016,0.569128,185.79123999999985,0.2867676,0.0,0.4145433864799998,0.24249959999999984,-14.103603999999995,0.724,2.64,0.11038960000000003,112.60221199999995,0.6150528
1926,0.6280153462837854,0.6127550675675673,150.2093623310812,0.21342948479729712,0.1875,0.28677987654560794,0.23683792229729755,-18.60738344594596,0.652027027027027,1.431587837837838,0.5273395270270265,110.93941891891902,0.4401020354729731
1927,0.9142391548295482,0.6611860795454538,174.64588210227282,0.258733096590909,0.017045454545454544,0.32790504259943193,0.17559275568181812,-15.559620738636346,0.6704545454545454,0.7130681818181818,0.2752872159090906,112.43905255681803,0.6738362215909093
1928,0.9251728683673504,0.5801724489795924,191.87878571428564,0.226950826530612,0.0,0.3958667763775507,0.1718175510204079,-15.986675510204089,0.7214285714285714,1.523469387755102,0.19067051020408185,109.35992857142855,0.5643066326530617
1929,0.5955684935897456,0.6487667735042734,168.39064316239313,0.24178023504273466,0.4594017094017094,0.2132598986965814,0.2353624999999998,-16.588506410256386,0.7136752136752137,0.26175213675213677,0.49667083333333334,110.92899038461537,0.6384224358974362
1930,0.9377689821529689,0.5207605665722379,194.38064532577928,0.33212377337110527,0.004532577903682719,0.34642378856090633,0.21968130311614734,-12.91953994334279,0.6742209631728046,0.8861189801699717,0.12365456090651568,109.86832974504243,0.6151104815864036
1931,0.8353982942430718,0.5986729211087428,168.4323091684436,0.23404838272921122,0.3230277185501066,0.21472445820895553,0.22893198294243072,-16.59991044776117,0.6865671641791045,0.22388059701492538,0.46453155650319844,109.10047014925387,0.5136291044776121
1932,0.7676816107382559,0.6060300671140938,174.7112040268457,0.2773712751677855,0.0,0.15919298469798668,0.22007543624161086,-16.661081879194615,0.7409395973154362,1.6013422818791947,0.4366841610738255,110.50220939597314,0.6018293959731538
1933,0.8970730790996787,0.5602903536977483,197.98024115755643,0.28276045016077145,0.00482315112540193,0.19823976649517672,0.21013553054662382,-13.139662379421225,0.702572347266881,6.408360128617363,0.09453408360128622,112.16596784565924,0.5918702572347272
1934,0.8863263558823538,0.5293529411764706,190.20313235294105,0.2668088235294117,0.001838235294117647,0.2814260911029414,0.21069227941176466,-14.817468750000007,0.7408088235294118,1.1911764705882353,0.10492904411764702,115.83586029411765,0.5632281250000007
1935,0.7728543808255659,0.5580162450066584,218.00382023967998,0.24828160452729683,0.18442077230359522,0.21629115195073223,0.2313662450066576,-15.425024633821575,0.6757656458055925,1.3122503328894808,0.3670280292942746,110.92530359520651,0.5503224367509989
1936,0.58309237486688,0.6246571352502662,172.07171246006422,0.2634937326943559,0.0,0.1135177473003194,0.21472800851970145,-19.56221458998934,0.6837060702875399,2.356762513312034,0.663822683706069,107.7695473908412,0.5573487220447289
1937,0.8587455895117552,0.5281470162748636,230.0775262206148,0.32348613019891476,0.012658227848101266,0.35333082374321906,0.23391048824593116,-13.015206148282088,0.701627486437613,3.179023508137432,0.0920777576853526,115.35571971066906,0.5838904159131998
1938,0.921727944041452,0.47483678756476705,255.67271848013806,0.2841333333333334,0.0,0.39727682709844575,0.24062297063903285,-14.149841105354055,0.772020725388601,1.9740932642487046,0.08946683937823834,111.74400345423145,0.5137659930915368
1939,0.9062456075808255,0.5120153846153848,223.1126443701227,0.2913309921962096,0.0011148272017837235,0.28815714635451545,0.24262263099219614,-13.858452619843922,0.7235228539576366,3.807134894091416,0.13493377926421396,113.4358205128205,0.5639195094760312
1940,0.8392506385341452,0.5272985563575789,180.90608328706278,0.30916978900610775,0.2048861743475847,0.32160741245974417,0.2650009994447532,-13.734008328706295,0.6246529705719045,0.8573014991671294,0.25885946696279827,108.90523598001111,0.6233026873958917
1941,0.8876022234891696,0.48237867730900835,203.2092850627143,0.2716653135689851,0.011402508551881414,0.4062548581984036,0.20539498289623712,-15.277071835803877,0.6864310148232611,1.2964652223489168,0.09587274800456118,108.25143899657927,0.47833318129988533
1942,0.854157033046924,0.47230846001321947,216.97016853932604,0.25685250495703915,0.0,0.3951505972571049,0.21563238598810266,-14.930764044943826,0.7362855254461335,1.2267019167217448,0.08838909451421009,106.34577197620632,0.48644619960343805
1943,0.901327247383724,0.456190988372093,235.09198255813976,0.2811965552325582,0.0,0.40640674659883763,0.23934898255813974,-13.513136627906977,0.7311046511627907,1.0363372093023255,0.10645872093023254,105.98717441860468,0.49763880813953454
1944,0.9077089430894325,0.5072021680216806,242.22772493224923,0.25294955284552856,0.0013550135501355014,0.45077235360433565,0.2366200542005419,-14.540842818428176,0.6558265582655827,2.9295392953929538,0.17768197831978308,105.8260460704607,0.5480837398373984
1945,0.6814044390243919,0.5394192853091332,181.78256664775947,0.23044646114577425,0.29211571185479296,0.2328038909188883,0.20404463981849127,-16.69247702779354,0.7379466817923993,2.0964265456608056,0.33553664208735084,109.01103857061804,0.5151414066931361
1946,0.9174168815789447,0.42227118421052656,259.2967815789474,0.2283466644736841,0.0013157894736842105,0.4710398678026304,0.21798690789473688,-16.50662631578949,0.7078947368421052,1.5236842105263158,0.0926275000000002,103.67462565789471,0.4146480263157896
1947,0.916203780989079,0.47617520873474684,224.00940141297392,0.26506061657032765,0.0,0.34043256845857445,0.22791946050096326,-14.244640333975621,0.7103403982016698,1.6461143224149004,0.10362806679511877,108.91302119460502,0.5152324983943486
1948,0.9220824449594396,0.47744003476245694,198.5925840092706,0.24957495596755516,0.09791425260718424,0.3444602080938586,0.2159589803012741,-15.005123406720731,0.6813441483198146,1.507531865585168,0.17825225955967572,107.73025086906136,0.4856973348783316
1949,0.9085059030100298,0.45259007803790385,223.5100774804908,0.24963268115941975,0.0,0.30350161512820484,0.20964013377926435,-15.379856744704565,0.7363433667781494,3.749721293199554,0.10847619843924197,109.49180657748053,0.4457287068004462
1950,0.8210376526705424,0.5323719196192498,207.63893601269143,0.30141824431517733,0.04547858276044421,0.2098074184875725,0.22534955050237993,-14.463679534637729,0.6885245901639344,3.787414066631412,0.26190417768376534,110.55297831834997,0.5576299312533051
1951,0.8977731763458383,0.4657344208809131,209.5653007069055,0.2613656987493205,0.0027188689505165853,0.28249315914083734,0.22399700924415433,-15.534380641653101,0.7379010331702012,3.44426318651441,0.11105899945622612,109.94970092441521,0.45520315388798277
1952,0.8717601512195099,0.4616328455284553,225.106570731707,0.25895654200542023,0.027642276422764227,0.26367401307859084,0.23868476964769664,-15.69810081300814,0.7317073170731707,3.4802168021680218,0.14545224932249312,108.70611111111101,0.4516744846070458
1953,0.8894022106118004,0.44376372495939354,213.46594910665982,0.2690480346507848,0.005955603681645912,0.3011011145208447,0.2230903627504059,-15.402238765565775,0.7368706009745534,3.623714131023281,0.09557791012452618,109.745539794261,0.43704905251759624
1954,0.8676987319031887,0.46228069306930636,223.81427997799773,0.2641219031903191,0.0,0.2798130940539056,0.21912458745874588,-15.352497249724987,0.7348734873487349,7.71012101210121,0.10848470847084703,108.71113366336628,0.45302843784378405
1955,0.8528844038390916,0.48695426565874705,216.38918574513974,0.2840600917926565,0.0010799136069114472,0.22462473958963292,0.22017343412526968,-14.330052375809927,0.6609071274298056,9.867170626349893,0.10102359611231117,110.7618860691144,0.47002240820734403
1956,0.8205377454153164,0.49192621359223354,211.38523732470378,0.30219378640776706,0.0,0.22318733727076606,0.18549822006472572,-14.104385652642941,0.709277238403452,15.88403451995685,0.06403851132686073,112.01315102481121,0.5085798274002156
1957,0.7923988049972858,0.5025061379684956,236.1425399239544,0.29684379684953816,0.0,0.20309341269961978,0.18782248777838118,-14.28373492667032,0.674633351439435,20.06518196632265,0.06776936447582832,112.60256599674081,0.5147627919608908
1958,0.7759137420382162,0.4781932590233537,212.50747346072183,0.31009291932059485,0.0,0.19205280470806776,0.2022583864118901,-14.21693895966032,0.7245222929936306,19.322186836518046,0.058275530785562496,112.58931316348193,0.4920369957537155
1959,0.7817828979143809,0.4832781009879257,207.9898852908892,0.3174610428100991,0.0,0.17804663455543365,0.19335301866081253,-14.255554335894626,0.7420417124039517,20.885290889132822,0.0637056531284303,111.6734604829858,0.48730845225027525
1960,0.7693781093073597,0.48198143939394006,208.6882954545454,0.3376302489177488,0.0,0.1801304253679654,0.20872132034632057,-13.851303571428602,0.7489177489177489,19.869588744588743,0.06658955627705625,112.42699404761919,0.5185833333333334
1961,0.755289017185822,0.49094366272824935,228.50631847475867,0.34065063802362977,0.0,0.25795159831364156,0.20842180451127781,-14.102287862513448,0.728249194414608,19.564983888292158,0.05905939849624055,111.9392346938775,0.5174209452201929
1962,0.725441008029979,0.4935578158458242,205.5188956102784,0.36919534796573855,0.0,0.16457370172912214,0.20301472162740933,-13.15330032119913,0.7425053533190579,21.998929336188436,0.05744978586723766,114.70625374732339,0.5452016059957175
1963,0.714185136145222,0.4866348104644954,201.21293432995157,0.37825484249866487,0.0,0.1979559535130807,0.20566914041644435,-13.21553390282969,0.7538707955152162,25.270688734650292,0.05207618793379601,114.65160170848898,0.5448102509343306
1964,0.6953180553145322,0.5031856290672447,192.1798779826461,0.4015984652928415,0.0016268980477223427,0.1671804059381779,0.21691437093275528,-12.748884490238604,0.7738611713665944,25.787960954446856,0.06230542299349234,114.9629289587854,0.5636337310195222
1965,0.6157857548977405,0.5016200753498382,196.1573186221742,0.44321275026910556,0.0016146393972012918,0.12298707238428418,0.2132041442411196,-12.044797631862235,0.778794402583423,27.581270182992466,0.058679601722282,116.53024058127042,0.5790407965554364
1966,0.5339001323225363,0.5056401102687794,208.09259545141293,0.47661567195037935,0.0,0.12038897956581668,0.2171334941419709,-11.382985527222605,0.7388008270158511,31.105444521019987,0.05467505168849068,117.03760923501034,0.5771097174362512
1967,0.5422810908176796,0.4922246408839774,198.04769944751385,0.44440507734806667,0.0005524861878453039,0.12446908916574584,0.1908538121546967,-11.864502209944751,0.7430939226519337,31.626519337016575,0.05190850828729268,116.10704751381205,0.5530417679558012
1968,0.4959909254192878,0.4954932914046118,216.051983752621,0.45300363731656207,0.0,0.12995422896750516,0.214751624737946,-12.103500000000015,0.7725366876310272,31.257861635220127,0.05842520964360572,115.98675419287207,0.5578763626834374
1969,0.45095653770581745,0.4847681668496151,240.16407464324897,0.4893520087815586,0.0027442371020856204,0.16537979920417126,0.2081998353457738,-12.000395718990136,0.7491767288693744,32.735455543358945,0.054028649835345846,116.77650658616905,0.5578395554335881
1970,0.46418097599781327,0.5047238928376159,241.48211919081425,0.4905483324220897,0.0005467468562055768,0.13360020059048647,0.20914417714598146,-11.812459267359193,0.764898851831602,34.3827227993439,0.05152405686167303,117.57430125751773,0.5719866593767097
1971,0.4650565824494264,0.5031430836522688,257.0951891744123,0.4854693329688358,0.0005467468562055768,0.12605995785675234,0.21117020229633707,-12.284717331875349,0.7599781301257518,34.23236741388737,0.06051618370694374,118.06279934390356,0.5698223072717334
1972,0.46265928201754347,0.519212719298245,244.47333442982463,0.4988013486842105,0.0021929824561403508,0.11892152799342091,0.20685043859649146,-11.89403728070175,0.7395833333333334,34.26973684210526,0.05372401315789475,119.72920723684209,0.5904408991228078
1973,0.4238042625795256,0.5150344707923667,258.9492475419314,0.5338156159629843,0.001156737998843262,0.10895228802197801,0.19969600925390354,-11.321392712550615,0.7541931752458069,36.40601503759399,0.058104048582996025,120.06631116252181,0.5893289184499716
1974,0.44987028915598304,0.5186528311965802,250.77366666666694,0.5163887339743592,0.0010683760683760685,0.1194867351816238,0.21706298076923047,-11.823643696581216,0.7355769230769231,31.97275641025641,0.07595283119658106,119.00418589743583,0.5836364850427351
1975,0.4296958348746671,0.5197930666666675,255.8995503999997,0.5273442080000005,0.005866666666666667,0.11668961604799977,0.2165633600000001,-11.440484799999973,0.7424,34.447466666666664,0.06307690666666664,118.89871253333351,0.5718382933333328
1976,0.37444243416481,0.5284585189309576,268.641162026726,0.5466917594654799,0.0011135857461024498,0.1286390404175948,0.252330679287305,-11.241815701559018,0.7188195991091314,35.492204899777285,0.062362917594654725,119.94839086859693,0.573567594654789
1977,0.3446370974290489,0.5286476905954384,258.5531274346133,0.552738503060657,0.004451864218141347,0.1314054511686144,0.22649771841958846,-11.200411240957159,0.7256538675570395,35.71118530884808,0.06307067334446294,121.2649983305511,0.5764257095158605
1978,0.3433056249343833,0.5370108661417327,248.49611128608942,0.5513165144356963,0.008398950131233596,0.10552111508661413,0.21566514435695505,-11.122988451443565,0.7238845144356956,35.429396325459315,0.06495049868766413,120.02899842519695,0.5809244619422581
1979,0.30130161603804323,0.5604682608695649,249.7092831521741,0.5844461684782615,0.009782608695652175,0.11667275074456532,0.21483788043478286,-11.03707771739131,0.7168478260869565,36.022282608695654,0.06905739130434786,122.42802934782618,0.6087423913043469
1980,0.293131760466843,0.5535630238726792,250.69999151193662,0.5965132625994699,0.007427055702917772,0.1271175361538463,0.20438572944297093,-10.651850397877979,0.7400530503978779,35.262599469496024,0.05895856763925727,122.77891087533168,0.5936776657824933
1981,0.30604400947733373,0.54084768,249.28836533333364,0.5965263546666661,0.013866666666666666,0.14594421483199968,0.22589183999999984,-11.007661333333312,0.7184,35.447466666666664,0.05826282666666659,122.9082138666668,0.5823467200000003
1982,0.3040356817159764,0.5561365788058088,246.9999913932222,0.5797316724045182,0.025820333512641205,0.10570400665949428,0.2005545992469066,-11.162030123722435,0.6944593867670791,35.832705755782676,0.06704938138784293,121.2903340505646,0.5782935987089842
1983,0.3170733405326086,0.54140625,248.5483282608699,0.5850813043478258,0.01576086956521739,0.14767141495652192,0.19959331521739143,-11.511648369565247,0.6880434782608695,36.19347826086957,0.06593739130434792,120.38987608695658,0.5659325
1984,0.2943655535572692,0.5286742290748889,252.61729790748893,0.5846548623348025,0.015969162995594713,0.15102302969713685,0.19342753303964746,-11.747850770925094,0.6976872246696035,37.48733480176212,0.059156167400881116,121.26731883259919,0.5481665803964765
1985,0.3019437553108955,0.5528418710781521,252.56296349115792,0.6030266628636627,0.022818026240730177,0.12230101503707914,0.1993790074158584,-11.396359383913275,0.6862521391899601,36.97547062179122,0.060152937820878515,121.40077296063893,0.5609855105533372
1986,0.29074181271598293,0.5398456803455725,253.40240874730006,0.6096112311015118,0.01673866090712743,0.1161539590604751,0.21230394168466513,-11.301341792656606,0.7068034557235421,37.28509719222462,0.06480070194384442,120.17701673866095,0.5484896868250554
1987,0.3366571533682479,0.5342854465270127,247.09609426681394,0.5629043936052918,0.024807056229327454,0.11058387333517095,0.19823566703417897,-12.067153803748612,0.7232635060639471,39.257993384785,0.05683395810363836,120.73670727673647,0.5335983461962504
1988,0.33589841546204585,0.5394986798679859,253.28714521452136,0.5762947194719481,0.054455445544554455,0.12846653411991207,0.20936017601760148,-11.769497249724978,0.7117711771177118,39.08855885588559,0.0664141364136413,119.85100660066014,0.5452489108910893
1989,0.3180471300054037,0.5428396542409503,251.95940302539174,0.5748011399243652,0.041058887088060506,0.11964564379794705,0.20028633171258803,-11.560071312803899,0.7169097784981091,38.70070232306861,0.06515024311183136,120.36620043219894,0.5392569421934094
1990,0.34240730405742165,0.531047453954496,255.9433548212351,0.5631753575297948,0.04333694474539545,0.13553940458288163,0.1898719393282773,-11.527743228602375,0.728602383531961,40.13217768147346,0.06433564463705307,119.7290509209103,0.5245661971830984
1991,0.3497793239322926,0.5535044270833327,239.21733750000033,0.5495610677083326,0.05572916666666667,0.14483169658333317,0.18826901041666694,-11.240738541666664,0.7442708333333333,39.272395833333334,0.07071223958333336,119.61776979166666,0.5607528124999999
1992,0.32805640038233763,0.5527717824448024,245.55792407108217,0.5764316262789446,0.08831448572967152,0.1125690066505114,0.19889499192245627,-10.764329025309614,0.7512116316639742,42.53688745288099,0.07361033925686586,122.2169903069465,0.5524425955842764
1993,0.3200511337367306,0.5703995753715492,248.1475631634825,0.5491830095541401,0.08598726114649681,0.11318597904458602,0.1931930467091299,-11.086911358811046,0.7404458598726115,42.46656050955414,0.07858434182590232,120.2728052016984,0.5517380573248413
1994,0.32428551264399363,0.5474993965990131,251.0549616017555,0.5615817498628639,0.12781130005485464,0.12037267072408099,0.18995019199122345,-10.692337904552936,0.7229840921557872,44.722984092155784,0.0749713658804171,118.16666044980802,0.5204653318705427
1995,0.3187840912667026,0.5576849812934263,246.27736985569152,0.56710582041689,0.14323890967397113,0.131661870080171,0.1999505077498667,-10.364315339390716,0.7226082308925709,44.35542490646713,0.08397578834847669,118.86972634954563,0.5245987172634955
1996,0.31036108745397173,0.5851933719095218,252.36400736454522,0.579459384534456,0.15833771699105734,0.10455132334034731,0.200172435560232,-9.569671751709626,0.7101525512887954,44.084166228300894,0.08638037874802745,117.9662198842716,0.5552678590215674
1997,0.31051853694708986,0.5746673544973548,246.96153703703692,0.5973247249735444,0.12857142857142856,0.11227480110052897,0.20359216931216934,-9.22138201058201,0.6957671957671958,44.76137566137566,0.09084291005291005,118.3454063492065,0.545187142857143
1998,0.3033798695521605,0.578409589041096,249.58973129610095,0.5985578977871455,0.15806111696522657,0.1308275462223392,0.19542760800842984,-9.125143835616452,0.6896733403582719,44.76659641728135,0.09047328767123279,118.19706006322464,0.5257028977871447
1999,0.2888719862852662,0.5817474399164053,243.33427168234095,0.626283336990596,0.16300940438871472,0.11942428240334392,0.2061285266457684,-8.47073301985371,0.6948798328108673,45.21786833855799,0.09262157784744002,119.33928369905955,0.5505449843260197
2000,0.303053265466179,0.5942269652650816,245.03445703839128,0.6178250804387564,0.16544789762340037,0.13880528263254094,0.21710000000000018,-8.494789762340037,0.6983546617915904,46.26965265082267,0.08980667276051182,117.83043418647145,0.555107861060329
2001,0.2660645126718407,0.591122283813747,241.26911751662962,0.6454943902439021,0.18625277161862527,0.10962706000000001,0.19232361419068733,-7.882893569844788,0.7117516629711752,51.32039911308204,0.08371297117516635,118.54944789356979,0.5528967960088691
2002,0.30062346324049327,0.5657953936796999,243.066255490091,0.6280814204606323,0.11408677021960364,0.11353687692554905,0.20221178361006942,-8.092949116229256,0.6839850026780931,45.663095875736474,0.08169614354579538,119.016478307445,0.5298777718264599
2003,0.284075972073171,0.5723791811846701,245.19703658536588,0.6481502874564469,0.1437282229965157,0.1083987837979096,0.2128225609756095,-7.818270905923331,0.676829268292683,45.70209059233449,0.09611106271777009,120.71650958188131,0.5258174216027873
2004,0.2500804950824743,0.5728359793814438,228.39557319587632,0.6710559793814429,0.18556701030927836,0.10521813511340204,0.21334917525773223,-7.336473195876296,0.6690721649484536,48.462886597938144,0.09910144329896908,120.3515402061855,0.5314201030927834
2005,0.2528800014181525,0.5540425445705033,227.94284602917318,0.6636415996758506,0.14019448946515398,0.16800575850081043,0.2160040275526745,-8.29726012965963,0.6677471636952999,41.97568881685575,0.09035040518638557,123.8213743922203,0.517917585089141
2006,0.28686155546104913,0.5442713831478536,228.70977901430848,0.6507698648648654,0.09697933227344992,0.1401100143402224,0.20502225755166956,-8.003657392686803,0.6812400635930048,43.31637519872814,0.07602496025437194,122.85365898251202,0.510709856915739
2007,0.21485806747564895,0.554264529220778,242.77577272727322,0.6938364529220793,0.11363636363636363,0.13364702068993503,0.21229253246753232,-7.350793831168824,0.689935064935065,42.99107142857143,0.08374553571428565,125.18820129870147,0.5143103896103891
2008,0.2803824966169493,0.5592820338983053,230.6690433898305,0.6736305355932206,0.08745762711864406,0.11926512125423729,0.23539233898305117,-7.504757966101708,0.7050847457627119,36.86169491525424,0.07258752542372877,122.19677220338976,0.5541806101694912
2009,0.25809961313752633,0.563066344160331,245.70803593642,0.6904623427781622,0.10850034554250172,0.15146623998617828,0.21505673807878403,-7.463903939184523,0.668279198341396,36.91706979958535,0.09038728403593646,124.94985141672416,0.5335885970974431
2010,0.21139660565292084,0.5971941580756007,261.5003235967932,0.6594191638029796,0.10538373424971363,0.15982717928407797,0.20860612829324227,-7.912817296678116,0.6758304696449027,30.762313860252004,0.08118132875143194,123.28152348224486,0.5270071878579607
2011,0.23294082690361465,0.5781190361445774,280.8136271084341,0.6615198807228903,0.13132530120481928,0.21312382449397604,0.19669066265060287,-8.13042228915663,0.6632530120481928,32.75180722891566,0.08244542168674708,124.78169397590351,0.470019704819277
2012,0.21812809302378244,0.55890147225368,254.22410588901468,0.6857977746319366,0.1347678369195923,0.194161907729332,0.21947610419026056,-7.689647225368067,0.646092865232163,32.12231030577576,0.0842041902604757,123.78837768969424,0.46742554926387314
2013,0.1984877459655325,0.5883301369863009,278.6902474591248,0.6852279001325674,0.14096332302253645,0.2921820543614665,0.21612178524083084,-8.351546619531586,0.6301369863013698,26.412284577993812,0.08655740167918687,124.14695934600084,0.4373053910737958
2014,0.2305686112898405,0.5908429780876497,261.48043675298857,0.6603760358565739,0.15338645418326693,0.24450404909860557,0.2194722609561752,-7.839916334661361,0.6264940239043825,30.258964143426294,0.09950981075697186,124.87003635458184,0.43913047808765016
2015,0.285252024380813,0.5656569750367108,260.4204351443951,0.6006022711698483,0.16397454723445912,0.24457370017621166,0.19784082232011765,-8.947144395496796,0.6563876651982379,31.637787567302986,0.08554287812041117,121.3499192364171,0.4347332109642673
2016,0.23228705215311035,0.5853528229665071,255.31204354066958,0.6539397537799032,0.19138755980861244,0.1936225441100479,0.22196392344497595,-7.955402392344501,0.6339712918660287,31.773205741626793,0.09963688995215313,124.02545598086131,0.43543885645932984
2017,0.20198191284851544,0.5828115249119277,241.29292148968324,0.6893937393054851,0.23553095118268746,0.23716351360342244,0.23102898842476116,-7.916047307498747,0.6099647710115752,33.20634121791646,0.09881454453950683,122.3533568193257,0.4367744589833919
2018,0.23066685948707608,0.6029590872374802,224.36987560581602,0.6602075121163171,0.25565428109854604,0.22643284534733454,0.23482641357027523,-8.160672051696281,0.5811793214862682,28.84491114701131,0.12511530694668818,123.786569870759,0.4200053836833601
2019,0.2664607927729469,0.6066189371980677,222.65565362318858,0.6288141690821252,0.2545893719806763,0.21067912943478265,0.21989236714975896,-8.464185990338155,0.6009661835748792,34.63913043478261,0.11024797101449291,122.48674685990316,0.45764387439613585
2020,0.20490782440614108,0.5990502317497087,218.74915730011602,0.6738938557358057,0.18597914252607184,0.2541822810776361,0.2439205098493628,-8.09555417149479,0.593279258400927,26.96031286210892,0.1003856894553884,124.24861239860991,0.4504730388180769
